"Purchase"	"WeekofPurchase"	"StoreID"	"PriceCH"	"PriceMM"	"DiscCH"	"DiscMM"	"SpecialCH"	"SpecialMM"	"LoyalCH"	"SalePriceMM"	"SalePriceCH"	"PriceDiff"	"Store7"	"PctDiscMM"	"PctDiscCH"	"ListPriceDiff"	"STORE"	"logpurch"
"CH"	259	7	0	2.18	0	0	0	0	0.938797	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.55682806169954
"CH"	260	7	0	2.13	0	0.24	0	0	0.951037	1.89	1.86	0.03	"Yes"	0.112676	0	0.27	0	5.56068163101553
"CH"	263	7	0	2.13	0.27	0	0	0	0.96083	2.13	1.59	0.54	"Yes"	0	0.145161	0.27	0	5.57215403217776
"CH"	264	7	0	2.13	0.37	0	1	0	0.968664	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.57594910314632
"CH"	265	7	0	2.13	0.37	0	1	0	0.974931	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.57972982598622
"CH"	265	7	0	2.13	0.37	0	1	0	0.979945	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.57972982598622
"CH"	267	7	0	2.13	0	0	1	0	0.983956	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.58724865840025
"CH"	270	7	0	2.13	0.27	0	1	0	0.987165	2.13	1.59	0.54	"Yes"	0	0.145161	0.27	0	5.59842195899838
"CH"	272	7	0	2.13	0	0	0	0	0.989732	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.605802066296
"CH"	274	2	1	2.18	0	0.8	0	1	0.991785	1.38	1.96	-0.58	"No"	0.366972	0	0.22	2	5.61312810638807
"MM"	228	1	0	1.69	0	0	0	0	0.32	1.69	1.69	0	"No"	0	0	0	1	5.42934562895444
"CH"	234	1	0	1.99	0	0	0	0	0.256	1.99	1.69	0.3	"No"	0	0	0.3	1	5.4553211153577
"MM"	243	1	0	1.99	0	0.8	0	1	0.4048	1.19	1.86	-0.67	"No"	0.40201	0	0.13	1	5.49306144334055
"CH"	251	1	0	2.09	0	0	0	0	0.32384	2.09	1.76	0.33	"No"	0	0	0.33	1	5.52545293913178
"MM"	253	1	0	2.09	0	0	0	0	0.459072	2.09	1.76	0.33	"No"	0	0	0.33	1	5.53338948872752
"MM"	242	3	1	2.23	0	0	0	0	0.5	2.23	1.99	0.24	"No"	0	0	0.24	3	5.48893772615669
"MM"	244	3	1	2.23	0	0	0	0	0.4	2.23	1.99	0.24	"No"	0	0	0.24	3	5.4971682252932
"MM"	247	3	1	2.23	0	0	0	0	0.32	2.23	1.99	0.24	"No"	0	0	0.24	3	5.50938833662798
"CH"	274	7	0	2.13	0.47	0.54	1	0	0.52	1.59	1.39	0.2	"Yes"	0.253521	0.252688	0.27	0	5.61312810638807
"MM"	276	7	1	2.13	0	0.54	0	1	0.616	1.59	1.99	-0.4	"Yes"	0.253521	0	0.14	0	5.62040086571715
"CH"	228	7	0	1.69	0	0	0	0	0.535142	1.69	1.69	0	"Yes"	0	0	0	0	5.42934562895444
"CH"	233	7	0	1.99	0	0.4	1	0	0.628114	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.4510384535657
"MM"	234	7	0	1.99	0	0.4	1	0	0.702491	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.4553211153577
"CH"	235	7	0	1.99	0	0.4	0	0	0.561993	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.45958551414416
"CH"	236	3	0	2.09	0	0	0	0	0.649594	2.09	1.79	0.3	"No"	0	0	0.3	3	5.46383180502561
"CH"	238	3	0	2.09	0	0	0	0	0.719675	2.09	1.79	0.3	"No"	0	0	0.3	3	5.47227067367148
"CH"	240	7	0	2.09	0	0	0	0	0.77574	2.09	1.86	0.23	"Yes"	0	0	0.23	0	5.48063892334199
"CH"	250	7	0	2.09	0	0	0	0	0.820592	2.09	1.86	0.23	"Yes"	0	0	0.23	0	5.52146091786225
"CH"	254	7	0	2.18	0	0	0	0	0.856474	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.53733426701854
"CH"	257	7	0	2.18	0	0	0	0	0.885179	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.54907608489522
"CH"	258	7	0	2.18	0	0	0	0	0.908143	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.55295958492162
"CH"	259	7	0	2.18	0	0	0	0	0.926515	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.55682806169954
"CH"	260	7	0	2.13	0	0.24	0	0	0.941212	1.89	1.86	0.03	"Yes"	0.112676	0	0.27	0	5.56068163101553
"CH"	261	7	0	2.13	0	0.24	0	0	0.952969	1.89	1.86	0.03	"Yes"	0.112676	0	0.27	0	5.56452040732269
"CH"	262	7	0	2.13	0	0	0	0	0.962375	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.5683445037611
"CH"	264	7	0	2.13	0.37	0	1	0	0.9699	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.57594910314632
"CH"	266	7	0	2.13	0.37	0	1	0	0.97592	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.5834963087817
"CH"	268	7	0	2.13	0	0	0	0	0.980736	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.59098698051086
"CH"	268	7	0	2.13	0	0	0	0	0.984589	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.59098698051086
"CH"	269	7	0	2.13	0.27	0	1	0	0.987671	2.13	1.59	0.54	"Yes"	0	0.145161	0.27	0	5.59471137960184
"CH"	270	7	0	2.13	0.27	0	1	0	0.990137	2.13	1.59	0.54	"Yes"	0	0.145161	0.27	0	5.59842195899838
"CH"	271	7	0	2.13	0	0	0	0	0.99211	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.6021188208797
"CH"	272	7	0	2.13	0	0	0	0	0.993688	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.605802066296
"MM"	275	7	1	2.13	0	0.54	1	0	0.99495	1.59	1.99	-0.4	"Yes"	0.253521	0	0.14	0	5.61677109766657
"CH"	229	7	0	1.69	0	0.2	0	1	0.16384	1.49	1.69	-0.2	"Yes"	0.118343	0	0	0	5.43372200355424
"CH"	232	7	0	1.99	0	0.4	1	1	0.331072	1.59	1.69	-0.1	"Yes"	0.201005	0	0.3	0	5.44673737166631
"CH"	257	2	0	2.18	0	0	0	0	0.5	2.18	1.86	0.32	"No"	0	0	0.32	2	5.54907608489522
"MM"	264	3	1	2.09	0.1	0	0	0	0.6	2.09	1.89	0.2	"No"	0	0.050251	0.1	3	5.57594910314632
"MM"	265	2	0	2.18	0	0	0	0	0.48	2.18	1.86	0.32	"No"	0	0	0.32	2	5.57972982598622
"MM"	267	2	0	2.18	0	0.4	0	1	0.384	1.78	1.86	-0.08	"No"	0.183486	0	0.32	2	5.58724865840025
"CH"	270	2	0	2.18	0	0	0	0	0.3072	2.18	1.86	0.32	"No"	0	0	0.32	2	5.59842195899838
"CH"	272	2	0	2.18	0	0.06	0	0	0.44576	2.12	1.86	0.26	"No"	0.027523	0	0.32	2	5.605802066296
"CH"	273	2	0	2.18	0	0.06	0	0	0.556608	2.12	1.86	0.26	"No"	0.027523	0	0.32	2	5.60947179518496
"CH"	276	2	1	2.18	0	0	0	1	0.645286	2.18	1.99	0.19	"No"	0	0	0.19	2	5.62040086571715
"CH"	278	2	1	2.18	0	0	0	0	0.716229	2.18	1.99	0.19	"No"	0	0	0.19	2	5.62762111369064
"MM"	259	2	0	2.18	0	0.4	0	1	0.6672	1.78	1.86	-0.08	"No"	0.183486	0	0.32	2	5.55682806169954
"MM"	229	3	0	1.79	0	0	0	0	0.5648	1.79	1.79	0	"No"	0	0	0	3	5.43372200355424
"MM"	235	3	0	2.09	0	0	0	0	0.45184	2.09	1.79	0.3	"No"	0	0	0.3	3	5.45958551414416
"MM"	261	2	0	2.18	0	0	0	0	0.53376	2.18	1.86	0.32	"No"	0	0	0.32	2	5.56452040732269
"MM"	273	2	0	2.18	0	0.06	0	0	0.427008	2.12	1.86	0.26	"No"	0.027523	0	0.32	2	5.60947179518496
"MM"	276	3	1	2.09	0.2	0.4	0	0	0.341606	1.69	1.89	-0.2	"No"	0.191388	0.095694	0	3	5.62040086571715
"MM"	278	3	1	2.09	0.2	0	0	0	0.273285	2.09	1.89	0.2	"No"	0	0.095694	0	3	5.62762111369064
"MM"	229	3	0	1.79	0	0	0	0	0.027488	1.79	1.79	0	"No"	0	0	0	3	5.43372200355424
"MM"	234	3	0	2.09	0	0	0	0	0.02199	2.09	1.79	0.3	"No"	0	0	0.3	3	5.4553211153577
"MM"	239	3	0	2.23	0	0	0	0	0.017592	2.23	1.79	0.44	"No"	0	0	0.44	3	5.47646355193151
"MM"	240	3	0	2.23	0	0	0	0	0.014074	2.23	1.79	0.44	"No"	0	0	0.44	3	5.48063892334199
"MM"	240	3	0	2.23	0	0	0	0	0.011259	2.23	1.79	0.44	"No"	0	0	0.44	3	5.48063892334199
"MM"	241	3	0	2.23	0	0	0	0	0.009007	2.23	1.79	0.44	"No"	0	0	0.44	3	5.48479693349065
"MM"	242	3	1	2.23	0	0	0	0	0.007206	2.23	1.99	0.24	"No"	0	0	0.24	3	5.48893772615669
"MM"	243	3	1	2.23	0	0	0	0	0.005765	2.23	1.99	0.24	"No"	0	0	0.24	3	5.49306144334055
"MM"	244	3	1	2.23	0	0	0	0	0.004612	2.23	1.99	0.24	"No"	0	0	0.24	3	5.4971682252932
"MM"	247	3	1	2.23	0	0	0	0	0.003689	2.23	1.99	0.24	"No"	0	0	0.24	3	5.50938833662798
"MM"	248	3	1	2.23	0	0	0	0	0.002951	2.23	1.99	0.24	"No"	0	0	0.24	3	5.51342874616498
"MM"	250	3	1	2.23	0	0	0	0	0.002361	2.23	1.99	0.24	"No"	0	0	0.24	3	5.52146091786225
"MM"	253	3	1	2.23	0	0	0	0	0.001889	2.23	1.99	0.24	"No"	0	0	0.24	3	5.53338948872752
"MM"	259	3	1	2.29	0	0	0	0	0.001511	2.29	1.99	0.3	"No"	0	0	0.3	3	5.55682806169954
"MM"	261	3	1	2.09	0	0	0	0	0.001209	2.09	1.99	0.1	"No"	0	0	0.1	3	5.56452040732269
"MM"	263	3	1	2.09	0	0	0	0	0.000967	2.09	1.99	0.1	"No"	0	0	0.1	3	5.57215403217776
"MM"	264	3	1	2.09	0.1	0	0	0	0.000774	2.09	1.89	0.2	"No"	0	0.050251	0.1	3	5.57594910314632
"MM"	266	3	1	2.09	0.1	0	0	0	0.000619	2.09	1.89	0.2	"No"	0	0.050251	0.1	3	5.5834963087817
"MM"	267	3	1	2.09	0.1	0	0	0	0.000495	2.09	1.89	0.2	"No"	0	0.050251	0.1	3	5.58724865840025
"MM"	270	2	0	2.18	0	0	0	0	0.000396	2.18	1.86	0.32	"No"	0	0	0.32	2	5.59842195899838
"MM"	273	2	0	2.18	0	0.06	0	0	0.000317	2.12	1.86	0.26	"No"	0.027523	0	0.32	2	5.60947179518496
"MM"	275	2	1	2.18	0	0.8	0	1	0.000254	1.38	1.96	-0.58	"No"	0.366972	0	0.22	2	5.61677109766657
"MM"	276	3	1	2.09	0.2	0.4	0	0	0.000203	1.69	1.89	-0.2	"No"	0.191388	0.095694	0	3	5.62040086571715
"CH"	228	2	0	1.69	0	0	0	0	0.48	1.69	1.69	0	"No"	0	0	0	2	5.42934562895444
"MM"	229	2	0	1.69	0	0	0	0	0.584	1.69	1.69	0	"No"	0	0	0	2	5.43372200355424
"MM"	231	2	0	1.69	0.3	0	1	0	0.4672	1.69	1.39	0.3	"No"	0	0.177515	0	2	5.44241771052179
"MM"	233	2	0	1.69	0	0	0	0	0.37376	1.69	1.69	0	"No"	0	0	0	2	5.4510384535657
"CH"	234	3	0	2.09	0	0	0	0	0.299008	2.09	1.79	0.3	"No"	0	0	0.3	3	5.4553211153577
"MM"	240	2	0	1.99	0	0.3	0	1	0.439206	1.69	1.75	-0.06	"No"	0.150754	0	0.24	2	5.48063892334199
"MM"	242	2	0	1.99	0.16	0.3	0	1	0.351365	1.69	1.59	0.1	"No"	0.150754	0.091429	0.24	2	5.48893772615669
"CH"	245	2	1	2.09	0	0	0	0	0.281092	2.09	1.89	0.2	"No"	0	0	0.2	2	5.50125821054473
"MM"	253	3	1	2.23	0	0	0	0	0.424874	2.23	1.99	0.24	"No"	0	0	0.24	3	5.53338948872752
"MM"	256	2	1	2.18	0.13	0	0	0	0.339899	2.18	1.76	0.42	"No"	0	0.068783	0.29	2	5.54517744447956
"MM"	262	2	0	2.18	0	0.6	0	1	0.271919	1.58	1.86	-0.28	"No"	0.275229	0	0.32	2	5.5683445037611
"MM"	263	2	0	2.18	0	0	0	1	0.217535	2.18	1.86	0.32	"No"	0	0	0.32	2	5.57215403217776
"CH"	269	3	1	2.09	0.1	0	0	0	0.174028	2.09	1.89	0.2	"No"	0	0.050251	0.1	3	5.59471137960184
"CH"	270	2	0	2.18	0	0	0	0	0.339223	2.18	1.86	0.32	"No"	0	0	0.32	2	5.59842195899838
"CH"	272	2	0	2.18	0	0.06	0	0	0.471378	2.12	1.86	0.26	"No"	0.027523	0	0.32	2	5.605802066296
"CH"	273	2	0	2.18	0	0.06	0	0	0.577102	2.12	1.86	0.26	"No"	0.027523	0	0.32	2	5.60947179518496
"CH"	275	2	1	2.18	0	0.8	0	1	0.661682	1.38	1.96	-0.58	"No"	0.366972	0	0.22	2	5.61677109766657
"CH"	276	2	1	2.18	0	0	0	1	0.729346	2.18	1.99	0.19	"No"	0	0	0.19	2	5.62040086571715
"CH"	276	2	1	2.18	0	0	0	1	0.783476	2.18	1.99	0.19	"No"	0	0	0.19	2	5.62040086571715
"CH"	278	2	1	2.18	0	0	0	0	0.826781	2.18	1.99	0.19	"No"	0	0	0.19	2	5.62762111369064
"MM"	238	3	0	2.09	0	0	0	0	0.7952	2.09	1.79	0.3	"No"	0	0	0.3	3	5.47227067367148
"CH"	241	3	0	2.23	0	0	0	0	0.63616	2.23	1.79	0.44	"No"	0	0	0.44	3	5.48479693349065
"CH"	246	3	1	2.23	0	0	0	0	0.708928	2.23	1.99	0.24	"No"	0	0	0.24	3	5.50533153593236
"CH"	251	3	1	2.23	0	0	0	0	0.5	2.23	1.99	0.24	"No"	0	0	0.24	3	5.52545293913178
"CH"	257	3	1	2.29	0	0.4	0	1	0.6	1.89	1.99	-0.1	"No"	0.174672	0	0.3	3	5.54907608489522
"CH"	264	3	1	2.09	0.1	0	0	0	0.68	2.09	1.89	0.2	"No"	0	0.050251	0.1	3	5.57594910314632
"MM"	271	3	1	2.09	0.1	0.4	1	0	0.5	1.69	1.89	-0.2	"No"	0.191388	0.050251	0.1	3	5.6021188208797
"CH"	271	3	1	2.09	0.1	0.4	1	0	0.4	1.69	1.89	-0.2	"No"	0.191388	0.050251	0.1	3	5.6021188208797
"MM"	230	1	0	1.69	0	0.2	0	0	0.4	1.49	1.69	-0.2	"No"	0.118343	0	0	1	5.4380793089232
"CH"	231	1	0	1.69	0.3	0.2	1	0	0.32	1.49	1.39	0.1	"No"	0.118343	0.177515	0	1	5.44241771052179
"CH"	251	1	0	2.09	0	0	0	0	0.456	2.09	1.76	0.33	"No"	0	0	0.33	1	5.52545293913178
"CH"	266	1	0	1.99	0	0.1	0	0	0.5648	1.89	1.86	0.03	"No"	0.050251	0	0.13	1	5.5834963087817
"MM"	267	4	1	2.09	0.1	0	0	0	0.65184	2.09	1.89	0.2	"No"	0	0.050251	0.1	4	5.58724865840025
"CH"	268	7	0	2.13	0	0	0	0	0.4	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.59098698051086
"MM"	262	1	0	1.99	0	0.4	0	1	0.5	1.59	1.76	-0.17	"No"	0.201005	0	0.23	1	5.5683445037611
"MM"	266	1	0	1.99	0	0.1	0	0	0.4	1.89	1.86	0.03	"No"	0.050251	0	0.13	1	5.5834963087817
"MM"	229	7	0	1.69	0	0.2	0	1	0.149422	1.49	1.69	-0.2	"Yes"	0.118343	0	0	0	5.43372200355424
"MM"	236	7	0	1.99	0	0.4	0	0	0.119538	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.46383180502561
"MM"	237	7	0	1.99	0	0.4	0	0	0.09563	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.46806014113513
"MM"	238	7	0	1.99	0	0.4	0	0	0.076504	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.47227067367148
"MM"	242	7	0	2.09	0	0	0	0	0.061203	2.09	1.86	0.23	"Yes"	0	0	0.23	0	5.48893772615669
"MM"	254	7	0	2.18	0	0	0	0	0.048963	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.53733426701854
"MM"	255	7	0	2.18	0	0	0	0	0.03917	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.54126354515843
"CH"	233	7	0	1.99	0	0.4	1	0	0.744	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.4510384535657
"CH"	251	7	0	2.09	0.1	0	0	0	0.7952	2.09	1.76	0.33	"Yes"	0	0.053763	0.23	0	5.52545293913178
"CH"	253	7	0	2.09	0.1	0	0	0	0.83616	2.09	1.76	0.33	"Yes"	0	0.053763	0.23	0	5.53338948872752
"CH"	254	1	0	2.09	0	0	0	0	0.868928	2.09	1.76	0.33	"No"	0	0	0.33	1	5.53733426701854
"CH"	260	7	0	2.13	0	0.24	0	0	0.895142	1.89	1.86	0.03	"Yes"	0.112676	0	0.27	0	5.56068163101553
"CH"	261	7	0	2.13	0	0.24	0	0	0.916114	1.89	1.86	0.03	"Yes"	0.112676	0	0.27	0	5.56452040732269
"CH"	263	7	0	2.13	0.27	0	0	0	0.932891	2.13	1.59	0.54	"Yes"	0	0.145161	0.27	0	5.57215403217776
"CH"	264	7	0	2.13	0.37	0	1	0	0.946313	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.57594910314632
"CH"	267	7	0	2.13	0	0	1	0	0.95705	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.58724865840025
"CH"	268	7	0	2.13	0	0	0	0	0.96564	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.59098698051086
"CH"	269	7	0	2.13	0.27	0	1	0	0.972512	2.13	1.59	0.54	"Yes"	0	0.145161	0.27	0	5.59471137960184
"CH"	277	7	1	2.13	0.5	0	0	1	0.97801	2.13	1.49	0.64	"Yes"	0	0.251256	0.14	0	5.62401750618734
"CH"	278	7	1	2.13	0	0	0	0	0.982408	2.13	2.06	0.07	"Yes"	0	0	0.07	0	5.62762111369064
"CH"	230	4	0	1.79	0	0	0	0	0.52	1.79	1.79	0	"No"	0	0	0	4	5.4380793089232
"MM"	273	4	1	2.09	0	0.4	0	0	0.616	1.69	1.99	-0.3	"No"	0.191388	0	0.1	4	5.60947179518496
"MM"	227	4	0	1.79	0	0	0	1	0.5	1.79	1.79	0	"No"	0	0	0	4	5.4249500174814
"MM"	229	4	0	1.79	0	0	0	0	0.4	1.79	1.79	0	"No"	0	0	0	4	5.43372200355424
"MM"	230	4	0	1.79	0	0	0	0	0.32	1.79	1.79	0	"No"	0	0	0	4	5.4380793089232
"MM"	252	4	1	2.23	0	0	0	0	0.5	2.23	1.99	0.24	"No"	0	0	0.24	4	5.52942908751142
"CH"	265	4	1	2.09	0.1	0	0	0	0.4	2.09	1.89	0.2	"No"	0	0.050251	0.1	4	5.57972982598622
"CH"	262	4	1	2.09	0	0	0	0	0.6	2.09	1.99	0.1	"No"	0	0	0.1	4	5.5683445037611
"MM"	275	7	1	2.13	0	0.54	1	0	0.6	1.59	1.99	-0.4	"Yes"	0.253521	0	0.14	0	5.61677109766657
"MM"	259	7	0	2.18	0	0	0	0	0.4	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.55682806169954
"MM"	261	7	0	2.13	0	0.24	0	0	0.32	1.89	1.86	0.03	"Yes"	0.112676	0	0.27	0	5.56452040732269
"MM"	240	4	0	2.23	0	0	0	0	0.5	2.23	1.79	0.44	"No"	0	0	0.44	4	5.48063892334199
"MM"	244	1	0	2.09	0	0	0	0	0.4	2.09	1.86	0.23	"No"	0	0	0.23	1	5.4971682252932
"MM"	233	7	0	1.99	0	0.4	1	0	0.4	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.4510384535657
"MM"	256	3	1	2.29	0	0	0	0	0.32	2.29	1.99	0.3	"No"	0	0	0.3	3	5.54517744447956
"MM"	258	2	0	2.18	0	0	0	0	0.256	2.18	1.86	0.32	"No"	0	0	0.32	2	5.55295958492162
"CH"	264	7	0	2.13	0.37	0	1	0	0.2048	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.57594910314632
"CH"	266	2	0	2.18	0	0	0	0	0.36384	2.18	1.86	0.32	"No"	0	0	0.32	2	5.5834963087817
"MM"	267	1	0	1.99	0	0.2	0	1	0.491072	1.79	1.86	-0.07	"No"	0.100503	0	0.13	1	5.58724865840025
"MM"	274	2	1	2.18	0	0.8	0	1	0.392858	1.38	1.96	-0.58	"No"	0.366972	0	0.22	2	5.61312810638807
"CH"	274	7	0	2.13	0.47	0.54	1	0	0.314286	1.59	1.39	0.2	"Yes"	0.253521	0.252688	0.27	0	5.61312810638807
"MM"	228	1	0	1.69	0	0	0	0	0.5	1.69	1.69	0	"No"	0	0	0	1	5.42934562895444
"MM"	237	2	0	1.99	0	0	0	0	0.4	1.99	1.75	0.24	"No"	0	0	0.24	2	5.46806014113513
"CH"	258	1	0	2.18	0	0	0	0	0.32	2.18	1.76	0.42	"No"	0	0	0.42	1	5.55295958492162
"MM"	228	2	0	1.69	0	0	0	0	0.256	1.69	1.69	0	"No"	0	0	0	2	5.42934562895444
"MM"	229	2	0	1.69	0	0	0	0	0.2048	1.69	1.69	0	"No"	0	0	0	2	5.43372200355424
"MM"	236	2	0	1.99	0	0	0	0	0.16384	1.99	1.75	0.24	"No"	0	0	0.24	2	5.46383180502561
"MM"	242	2	0	1.99	0.16	0.3	0	1	0.131072	1.69	1.59	0.1	"No"	0.150754	0.091429	0.24	2	5.48893772615669
"CH"	254	2	1	2.09	0.13	0	0	0	0.104858	2.09	1.76	0.33	"No"	0	0.068783	0.2	2	5.53733426701854
"CH"	257	2	0	2.18	0	0	0	0	0.283886	2.18	1.86	0.32	"No"	0	0	0.32	2	5.54907608489522
"MM"	260	2	0	2.18	0	0.7	0	0	0.427109	1.48	1.86	-0.38	"No"	0.321101	0	0.32	2	5.56068163101553
"CH"	227	7	0	1.69	0	0	0	1	0.072993	1.69	1.69	0	"Yes"	0	0	0	0	5.4249500174814
"MM"	227	2	0	1.69	0	0	0	0	0.258395	1.69	1.69	0	"No"	0	0	0	2	5.4249500174814
"MM"	228	2	0	1.69	0	0	0	0	0.206716	1.69	1.69	0	"No"	0	0	0	2	5.42934562895444
"MM"	229	2	0	1.69	0	0	0	0	0.165373	1.69	1.69	0	"No"	0	0	0	2	5.43372200355424
"MM"	230	7	0	1.99	0	0	0	1	0.132298	1.99	1.69	0.3	"Yes"	0	0	0.3	0	5.4380793089232
"MM"	233	2	0	1.69	0	0	0	0	0.105838	1.69	1.69	0	"No"	0	0	0	2	5.4510384535657
"CH"	235	7	0	1.99	0	0.4	0	0	0.084671	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.45958551414416
"MM"	236	2	0	1.99	0	0	0	0	0.267737	1.99	1.75	0.24	"No"	0	0	0.24	2	5.46383180502561
"MM"	237	2	0	1.99	0	0	0	0	0.214189	1.99	1.75	0.24	"No"	0	0	0.24	2	5.46806014113513
"MM"	237	2	0	1.99	0	0	0	0	0.171351	1.99	1.75	0.24	"No"	0	0	0.24	2	5.46806014113513
"CH"	239	7	0	2.09	0	0	0	0	0.137081	2.09	1.79	0.3	"Yes"	0	0	0.3	0	5.47646355193151
"MM"	240	7	0	2.09	0	0	0	0	0.309665	2.09	1.86	0.23	"Yes"	0	0	0.23	0	5.48063892334199
"MM"	242	2	0	1.99	0.16	0.3	0	1	0.247732	1.69	1.59	0.1	"No"	0.150754	0.091429	0.24	2	5.48893772615669
"CH"	257	7	0	2.18	0	0	0	0	0.198186	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.54907608489522
"MM"	258	7	0	2.18	0	0	0	0	0.358548	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.55295958492162
"CH"	264	7	0	2.13	0.37	0	1	0	0.286839	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.57594910314632
"MM"	271	7	0	2.13	0	0	0	0	0.429471	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.6021188208797
"MM"	272	3	1	2.09	0	0.4	0	0	0.343577	1.69	1.99	-0.3	"No"	0.191388	0	0.1	3	5.605802066296
"MM"	272	2	0	2.18	0	0.06	0	0	0.274861	2.12	1.86	0.26	"No"	0.027523	0	0.32	2	5.605802066296
"MM"	274	7	0	2.13	0.47	0.54	1	0	0.219889	1.59	1.39	0.2	"Yes"	0.253521	0.252688	0.27	0	5.61312810638807
"MM"	274	2	1	2.18	0	0.8	0	1	0.175911	1.38	1.96	-0.58	"No"	0.366972	0	0.22	2	5.61312810638807
"MM"	275	7	1	2.13	0	0.54	1	0	0.140729	1.59	1.99	-0.4	"Yes"	0.253521	0	0.14	0	5.61677109766657
"MM"	276	7	1	2.13	0	0.54	0	1	0.112583	1.59	1.99	-0.4	"Yes"	0.253521	0	0.14	0	5.62040086571715
"MM"	227	1	0	1.69	0	0	0	0	0.433472	1.69	1.69	0	"No"	0	0	0	1	5.4249500174814
"MM"	236	1	0	1.99	0	0	0	0	0.346778	1.99	1.75	0.24	"No"	0	0	0.24	1	5.46383180502561
"CH"	243	1	0	1.99	0	0.8	0	1	0.277422	1.19	1.86	-0.67	"No"	0.40201	0	0.13	1	5.49306144334055
"MM"	255	7	0	2.18	0	0	0	0	0.421938	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.54126354515843
"MM"	261	7	0	2.13	0	0.24	0	0	0.33755	1.89	1.86	0.03	"Yes"	0.112676	0	0.27	0	5.56452040732269
"MM"	230	3	0	1.79	0	0	0	0	0.283886	1.79	1.79	0	"No"	0	0	0	3	5.4380793089232
"MM"	234	7	0	1.99	0	0.4	1	0	0.227109	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.4553211153577
"MM"	235	3	0	2.09	0	0	0	0	0.181687	2.09	1.79	0.3	"No"	0	0	0.3	3	5.45958551414416
"MM"	238	3	0	2.09	0	0	0	0	0.14535	2.09	1.79	0.3	"No"	0	0	0.3	3	5.47227067367148
"MM"	241	3	0	2.23	0	0	0	0	0.11628	2.23	1.79	0.44	"No"	0	0	0.44	3	5.48479693349065
"MM"	244	7	0	2.09	0	0.2	0	0	0.093024	1.89	1.86	0.03	"Yes"	0.095694	0	0.23	0	5.4971682252932
"MM"	257	3	1	2.29	0	0.4	0	1	0.074419	1.89	1.99	-0.1	"No"	0.174672	0	0.3	3	5.54907608489522
"MM"	258	2	0	2.18	0	0	0	0	0.059535	2.18	1.86	0.32	"No"	0	0	0.32	2	5.55295958492162
"MM"	259	3	1	2.29	0	0	0	0	0.047628	2.29	1.99	0.3	"No"	0	0	0.3	3	5.55682806169954
"MM"	260	3	1	2.09	0	0	0	0	0.038103	2.09	1.99	0.1	"No"	0	0	0.1	3	5.56068163101553
"MM"	261	3	1	2.09	0	0	0	0	0.030482	2.09	1.99	0.1	"No"	0	0	0.1	3	5.56452040732269
"CH"	232	2	0	1.69	0	0	1	0	0.4352	1.69	1.69	0	"No"	0	0	0	2	5.44673737166631
"CH"	235	2	0	1.99	0	0	0	0	0.54816	1.99	1.69	0.3	"No"	0	0	0.3	2	5.45958551414416
"CH"	242	3	1	2.23	0	0	0	0	0.416	2.23	1.99	0.24	"No"	0	0	0.24	3	5.48893772615669
